, x , y , z , U3
0,-0.1,-0.1,0.9,0.000406861411541
1,-0.1,0.1,0.9,0.000786732770456
2,0.1,0.1,0.9,0.000868513515565
3,0.1,-0.1,0.9,0.000364631663119
4,-0.0972603,-0.1,0.9,0.000452545434061
5,-0.0945205,-0.1,0.9,0.000500965007432
6,-0.0917808,-0.1,0.9,0.000552429552682
7,-0.0890411,-0.1,0.9,0.000610628300725
8,-0.0863014,-0.1,0.9,0.00067308649653
9,-0.0835616,-0.1,0.9,0.000745443493657
10,-0.0808219,-0.1,0.9,0.000829136764859
11,-0.0780822,-0.1,0.9,0.000931336742169
12,-0.0753425,-0.1,0.9,0.00105719288891
13,-0.0726027,-0.1,0.9,0.00121986848244
14,-0.069863,-0.1,0.9,0.0014204684982
15,-0.0671233,-0.1,0.9,0.00169730503601
16,-0.0643836,-0.1,0.9,0.00208509232528
17,-0.0616438,-0.1,0.9,0.0026368140936
18,-0.0589041,-0.1,0.9,0.00250898754543
19,-0.0561644,-0.1,0.9,0.00161683739062
20,-0.0534247,-0.1,0.9,0.000218200609741
21,-0.0506849,-0.1,0.9,-0.000861240686681
22,-0.0479452,-0.1,0.9,-0.00208371698722
23,-0.0452055,-0.1,0.9,-0.0024431771954
24,-0.0424658,-0.1,0.9,-0.00290364784773
25,-0.039726,-0.1,0.9,-0.00349561285952
26,-0.0369863,-0.1,0.9,-0.00397037932931
27,-0.0342466,-0.1,0.9,-0.00457510470526
28,-0.0315068,-0.1,0.9,-0.00441172722364
29,-0.0287671,-0.1,0.9,-0.00444306001088
30,-0.0260274,-0.1,0.9,-0.00419715442148
31,-0.0232877,-0.1,0.9,-0.00404501631401
32,-0.0205479,-0.1,0.9,-0.00392655461276
33,-0.0178082,-0.1,0.9,-0.00369755263114
34,-0.0150685,-0.1,0.9,-0.00276573168945
35,-0.0123288,-0.1,0.9,-0.00201951708453
36,-0.00958904,-0.1,0.9,-0.000891460679522
37,-0.00684932,-0.1,0.9,-0.000100309621643
38,-0.00410959,-0.1,0.9,0.000101646037897
39,-0.00136986,-0.1,0.9,-0.000247279343101
40,0.00136986,-0.1,0.9,-0.000523067517848
41,0.00410959,-0.1,0.9,-0.000389671034357
42,0.00684932,-0.1,0.9,0.000367724649604
43,0.00958904,-0.1,0.9,0.00134194356215
44,0.0123288,-0.1,0.9,0.00160330958675
45,0.0150685,-0.1,0.9,0.000759448128237
46,0.0178082,-0.1,0.9,-6.4855113262e-05
47,0.0205479,-0.1,0.9,-0.000631759510151
48,0.0232877,-0.1,0.9,-0.000912389796364
49,0.0260274,-0.1,0.9,-0.00104209265789
50,0.0287671,-0.1,0.9,-0.000947700730607
51,0.0315068,-0.1,0.9,-0.000744612247875
52,0.0342466,-0.1,0.9,-0.000475467494476
53,0.0369863,-0.1,0.9,-0.000161772763347
54,0.039726,-0.1,0.9,0.000113547728782
55,0.0424658,-0.1,0.9,0.000503461340073
56,0.0452055,-0.1,0.9,0.00111853961454
57,0.0479452,-0.1,0.9,0.00189473092326
58,0.0506849,-0.1,0.9,0.0028431970824
59,0.0534247,-0.1,0.9,0.00284182206508
60,0.0561644,-0.1,0.9,0.00282217299003
